Ensembl	Gene	"Gene description"	"Biological process"	"Molecular function"	Evidence
ENSG00000073849	ST6GAL1	"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"		"Glycosyltransferase, Transferase"	"Evidence at protein level"
ENSG00000126549	STATH	Statherin	Biomineralization		"Evidence at protein level"
ENSG00000159167	STC1	"Stanniocalcin 1"		Hormone	"Evidence at protein level"
ENSG00000113739	STC2	"Stanniocalcin 2"		Hormone	"Evidence at protein level"
ENSG00000177868	SVBP	"Small vasohibin binding protein"			"Evidence at protein level"
ENSG00000006128	TAC1	"Tachykinin precursor 1"		"Neuropeptide, Neurotransmitter"	"Evidence at protein level"
ENSG00000166863	TAC3	"Tachykinin 3"		Neuropeptide	"Evidence at protein level"
ENSG00000176358	TAC4	"Tachykinin 4"		"Hypotensive agent"	"Evidence at protein level"
ENSG00000106638	TBL2	"Transducin beta like 2"			"Evidence at protein level"
ENSG00000134827	TCN1	"Transcobalamin 1"	"Cobalt transport, Ion transport, Transport"		"Evidence at protein level"
ENSG00000185339	TCN2	"Transcobalamin 2"	"Cobalt transport, Ion transport, Transport"		"Evidence at protein level"
ENSG00000241186	TDGF1	"Teratocarcinoma-derived growth factor 1"		"Growth factor"	"Evidence at protein level"
ENSG00000109927	TECTA	"Tectorin alpha"	Hearing		"Evidence at protein level"
ENSG00000119913	TECTB	"Tectorin beta"			"Evidence at transcript level"
ENSG00000120156	TEK	"TEK receptor tyrosine kinase"	Angiogenesis	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Evidence at protein level"
ENSG00000159648	TEPP	"Testis, prostate and placenta expressed"			"Evidence at protein level"
ENSG00000131126	TEX101	"Testis expressed 101"			"Evidence at protein level"
ENSG00000164081	TEX264	"Testis expressed 264"	Autophagy		"Evidence at protein level"
ENSG00000091513	TF	Transferrin	"Ion transport, Iron transport, Transport"		"Evidence at protein level"
ENSG00000160182	TFF1	"Trefoil factor 1"		"Growth factor"	"Evidence at protein level"
ENSG00000160181	TFF2	"Trefoil factor 2"			"Evidence at protein level"
ENSG00000160180	TFF3	"Trefoil factor 3"			"Evidence at protein level"
ENSG00000003436	TFPI	"Tissue factor pathway inhibitor"	"Blood coagulation, Hemostasis"	"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000105825	TFPI2	"Tissue factor pathway inhibitor 2"	"Blood coagulation, Hemostasis"	"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000072274	TFRC	"Transferrin receptor"	"Endocytosis, Host-virus interaction"	"Host cell receptor for virus entry, Receptor, Transducer"	"Evidence at protein level"
ENSG00000042832	TG	Thyroglobulin	"Thyroid hormones biosynthesis"	"Hormone, Thyroid hormone"	"Evidence at protein level"
ENSG00000163235	TGFA	"Transforming growth factor alpha"		"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000105329	TGFB1	"Transforming growth factor beta 1"		"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000092969	TGFB2	"Transforming growth factor beta 2"		"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000119699	TGFB3	"Transforming growth factor beta 3"		"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000120708	TGFBI	"Transforming growth factor beta induced"	"Cell adhesion, Sensory transduction, Vision"		"Evidence at protein level"
ENSG00000069702	TGFBR3	"Transforming growth factor beta receptor 3"		Receptor	"Evidence at protein level"
ENSG00000137801	THBS1	"Thrombospondin 1"	"Cell adhesion, Unfolded protein response"	Heparin-binding	"Evidence at protein level"
ENSG00000186340	THBS2	"Thrombospondin 2"	"Cell adhesion"	Heparin-binding	"Evidence at protein level"
ENSG00000169231	THBS3	"Thrombospondin 3"	"Cell adhesion"		"Evidence at protein level"
ENSG00000113296	THBS4	"Thrombospondin 4"	"Cell adhesion, Tissue remodeling, Unfolded protein response"	"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000130193	THEM6	"Thioesterase superfamily member 6"			"Evidence at protein level"
ENSG00000144115	THNSL2	"Threonine synthase like 2"		"Cytokine, Lyase"	"Evidence at protein level"
ENSG00000090534	THPO	Thrombopoietin		"Cytokine, Hormone"	"Evidence at protein level"
ENSG00000187720	THSD4	"Thrombospondin type 1 domain containing 4"		Hydrolase	"Evidence at protein level"
ENSG00000005108	THSD7A	"Thrombospondin type 1 domain containing 7A"	"Angiogenesis, Differentiation"		"Evidence at protein level"
ENSG00000102265	TIMP1	"TIMP metallopeptidase inhibitor 1"		"Growth factor, Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor"	"Evidence at protein level"
ENSG00000035862	TIMP2	"TIMP metallopeptidase inhibitor 2"		"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor"	"Evidence at protein level"
ENSG00000100234	TIMP3	"TIMP metallopeptidase inhibitor 3"	"Sensory transduction, Vision"	"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor"	"Evidence at protein level"
ENSG00000157150	TIMP4	"TIMP metallopeptidase inhibitor 4"		"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor"	"Evidence at protein level"
ENSG00000137251	TINAG	"Tubulointerstitial nephritis antigen"	"Cell adhesion"		"Evidence at protein level"
ENSG00000142910	TINAGL1	"Tubulointerstitial nephritis antigen like 1"			"Evidence at protein level"
ENSG00000038295	TLL1	"Tolloid like 1"	Differentiation	"Developmental protein, Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000095587	TLL2	"Tolloid like 2"	Differentiation	"Developmental protein, Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000144339	TMEFF2	"Transmembrane protein with EGF like and two follistatin like domains 2"			"Evidence at protein level"
ENSG00000164112	TMEM155	"Transmembrane protein 155"			"Evidence at transcript level"
ENSG00000041982	TNC	"Tenascin C"	"Cell adhesion"		"Evidence at protein level"
ENSG00000232810	TNF	"Tumor necrosis factor"		Cytokine	"Evidence at protein level"
ENSG00000123610	TNFAIP6	"TNF alpha induced protein 6"	"Cell adhesion"		"Evidence at protein level"
ENSG00000164761	TNFRSF11B	"TNF receptor superfamily member 11b"	Apoptosis	Receptor	"Evidence at protein level"
ENSG00000186891	TNFRSF18	"TNF receptor superfamily member 18"	Apoptosis	Receptor	"Evidence at protein level"
ENSG00000067182	TNFRSF1A	"TNF receptor superfamily member 1A"	"Apoptosis, Host-virus interaction"	Receptor	"Evidence at protein level"
ENSG00000028137	TNFRSF1B	"TNF receptor superfamily member 1B"	Apoptosis	Receptor	"Evidence at protein level"
ENSG00000215788	TNFRSF25	"TNF receptor superfamily member 25"	Apoptosis	Receptor	"Evidence at protein level"
ENSG00000243509	TNFRSF6B	"TNF receptor superfamily member 6b"	Apoptosis	Receptor	"Evidence at protein level"
ENSG00000121858	TNFSF10	"TNF superfamily member 10"	Apoptosis	Cytokine	"Evidence at protein level"
ENSG00000120659	TNFSF11	"TNF superfamily member 11"	Differentiation	"Cytokine, Developmental protein, Receptor"	"Evidence at protein level"
ENSG00000239697	TNFSF12	"TNF superfamily member 12"	"Angiogenesis, Apoptosis, Differentiation"	"Cytokine, Developmental protein"	"Evidence at protein level"
ENSG00000161955	TNFSF13	"TNF superfamily member 13"	Immunity	Cytokine	"Evidence at protein level"
ENSG00000102524	TNFSF13B	"TNF superfamily member 13b"	Immunity	Cytokine	"Evidence at protein level"
ENSG00000125735	TNFSF14	"TNF superfamily member 14"		Cytokine	"Evidence at protein level"
ENSG00000181634	TNFSF15	"TNF superfamily member 15"		Cytokine	"Evidence at protein level"
ENSG00000120332	TNN	"Tenascin N"			"Evidence at protein level"
ENSG00000116147	TNR	"Tenascin R"	"Cell adhesion"		"Evidence at protein level"
ENSG00000168477	TNXB	"Tenascin XB"	"Cell adhesion"		"Evidence at protein level"
ENSG00000160404	TOR2A	"Torsin family 2 member A"		Hormone	"Evidence at protein level"
ENSG00000172236	TPSAB1	"Tryptase alpha/beta 1"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000197253	TPSB2	"Tryptase beta 2 (gene/pseudogene)"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000188056	TREML4	"Triggering receptor expressed on myeloid cells like 4"	"Immunity, Innate immunity"		"Evidence at transcript level"
ENSG00000170893	TRH	"Thyrotropin releasing hormone"		Hormone	"Evidence at protein level"
ENSG00000134200	TSHB	"Thyroid stimulating hormone beta"		Hormone	"Evidence at protein level"
ENSG00000182704	TSKU	"Tsukushi, small leucine rich proteoglycan"			"Evidence at protein level"
ENSG00000145777	TSLP	"Thymic stromal lymphopoietin"		Cytokine	"Evidence at protein level"
ENSG00000175894	TSPEAR	"Thrombospondin type laminin G domain and EAR repeats"	Hearing		"Evidence at protein level"
ENSG00000174521	TTC9B	"Tetratricopeptide repeat domain 9B"			"Evidence at protein level"
ENSG00000118271	TTR	Transthyretin	Transport	"Hormone, Thyroid hormone"	"Evidence at protein level"
ENSG00000143367	TUFT1	"Tuftelin 1"	Biomineralization		"Evidence at protein level"
ENSG00000104804	TULP2	"Tubby like protein 2"			"Evidence at protein level"
ENSG00000078246	TULP3	"Tubby like protein 3"		"Developmental protein"	"Evidence at protein level"
ENSG00000128791	TWSG1	"Twisted gastrulation BMP signaling modulator 1"		"Developmental protein"	"Evidence at protein level"
ENSG00000087301	TXNDC16	"Thioredoxin domain containing 16"			"Evidence at protein level"
ENSG00000165623	UCMA	"Upper zone of growth plate and cartilage matrix associated"			"Evidence at protein level"
ENSG00000163794	UCN	Urocortin	Hearing	Hormone	"Evidence at protein level"
ENSG00000145040	UCN2	"Urocortin 2"		Hormone	"Evidence at protein level"
ENSG00000178473	UCN3	"Urocortin 3"		Hormone	"Evidence at protein level"
ENSG00000131015	ULBP2	"UL16 binding protein 2"	"Host-virus interaction, Immunity"		"Evidence at protein level"
ENSG00000169344	UMOD	Uromodulin			"Evidence at protein level"
ENSG00000049247	UTS2	"Urotensin 2"		Hormone	"Evidence at protein level"
ENSG00000188958	UTS2B	"Urotensin 2B"		Hormone	"Evidence at transcript level"
ENSG00000071246	VASH1	"Vasohibin 1"	"Cell cycle, Growth arrest"	"Carboxypeptidase, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000143494	VASH2	"Vasohibin 2"		"Carboxypeptidase, Hydrolase, Protease"	"Evidence at protein level"
ENSG00000168140	VASN	Vasorin			"Evidence at protein level"
ENSG00000038427	VCAN	Versican			"Evidence at protein level"
ENSG00000112715	VEGFA	"Vascular endothelial growth factor A"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000173511	VEGFB	"Vascular endothelial growth factor B"		"Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000150630	VEGFC	"Vascular endothelial growth factor C"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000165197	VEGFD	"Vascular endothelial growth factor D"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000128564	VGF	"VGF nerve growth factor inducible"		"Antibiotic, Antimicrobial, Growth factor"	"Evidence at protein level"
ENSG00000146469	VIP	"Vasoactive intestinal peptide"		Hormone	"Evidence at protein level"
ENSG00000205221	VIT	Vitrin	Neurogenesis		"Evidence at protein level"
ENSG00000182853	VMO1	"Vitelline membrane outer layer 1 homolog"			"Evidence at protein level"
ENSG00000093134	VNN3	"Vanin 3"		Hydrolase	"Evidence at transcript level"
ENSG00000189068	VSTM1	"V-set and transmembrane domain containing 1"	Immunity	Cytokine	"Evidence at protein level"
ENSG00000170419	VSTM2A	"V-set and transmembrane domain containing 2A"	Differentiation		"Evidence at protein level"
ENSG00000132821	VSTM2L	"V-set and transmembrane domain containing 2 like"			"Evidence at protein level"
ENSG00000165633	VSTM4	"V-set and transmembrane domain containing 4"			"Evidence at protein level"
ENSG00000109072	VTN	Vitronectin	"Cell adhesion"	Heparin-binding	"Evidence at protein level"
ENSG00000179403	VWA1	"Von Willebrand factor A domain containing 1"			"Evidence at protein level"
ENSG00000165816	VWA2	"Von Willebrand factor A domain containing 2"			"Evidence at protein level"
ENSG00000175267	VWA3A	"Von Willebrand factor A domain containing 3A"			"Evidence at protein level"
ENSG00000158816	VWA5B1	"Von Willebrand factor A domain containing 5B1"			"Evidence at protein level"
ENSG00000204396	VWA7	"Von Willebrand factor A domain containing 7"			"Evidence at protein level"
ENSG00000188730	VWC2	"Von Willebrand factor C domain containing 2"			"Evidence at protein level"
ENSG00000174453	VWC2L	"Von Willebrand factor C domain containing protein 2 like"		"Developmental protein"	"Evidence at protein level"
ENSG00000167992	VWCE	"Von Willebrand factor C and EGF domains"			"Evidence at protein level"
ENSG00000146530	VWDE	"Von Willebrand factor D and EGF domains"			"Evidence at protein level"
ENSG00000110799	VWF	"Von Willebrand factor"	"Blood coagulation, Cell adhesion, Hemostasis"		"Evidence at protein level"
ENSG00000176473	WDR25	"WD repeat domain 25"			"Evidence at protein level"
ENSG00000103175	WFDC1	"WAP four-disulfide core domain 1"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000180305	WFDC10A	"WAP four-disulfide core domain 10A"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at transcript level"
ENSG00000182931	WFDC10B	"WAP four-disulfide core domain 10B"			"Evidence at transcript level"
ENSG00000180083	WFDC11	"WAP four-disulfide core domain 11"			"Evidence at transcript level"
ENSG00000168703	WFDC12	"WAP four-disulfide core domain 12"		"Antibiotic, Antimicrobial, Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000168634	WFDC13	"WAP four-disulfide core domain 13"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at transcript level"
ENSG00000101443	WFDC2	"WAP four-disulfide core domain 2"		"Aspartic protease inhibitor, Protease inhibitor, Serine protease inhibitor, Thiol protease inhibitor"	"Evidence at protein level"
ENSG00000124116	WFDC3	"WAP four-disulfide core domain 3"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at transcript level"
ENSG00000175121	WFDC5	"WAP four-disulfide core domain 5"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000243543	WFDC6	"WAP four-disulfide core domain 6"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at transcript level"
ENSG00000158901	WFDC8	"WAP four-disulfide core domain 8"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000180205	WFDC9	"WAP four-disulfide core domain 9"			"Evidence at protein level"
ENSG00000127578	WFIKKN1	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"		"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000173714	WFIKKN2	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"		"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000156076	WIF1	"WNT inhibitory factor 1"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000104415	WISP1	"WNT1 inducible signaling pathway protein 1"	"Cell adhesion, Wnt signaling pathway"		"Evidence at protein level"
ENSG00000064205	WISP2	"WNT1 inducible signaling pathway protein 2"	"Cell adhesion"		"Evidence at protein level"
ENSG00000112761	WISP3	"WNT1 inducible signaling pathway protein 3"		"Growth factor"	"Evidence at protein level"
ENSG00000125084	WNT1	"Wnt family member 1"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000135925	WNT10A	"Wnt family member 10A"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000169884	WNT10B	"Wnt family member 10B"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000085741	WNT11	"Wnt family member 11"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000002745	WNT16	"Wnt family member 16"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000105989	WNT2	"Wnt family member 2"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000134245	WNT2B	"Wnt family member 2B"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000108379	WNT3	"Wnt family member 3"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000154342	WNT3A	"Wnt family member 3A"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000162552	WNT4	"Wnt family member 4"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000114251	WNT5A	"Wnt family member 5A"	"Chondrogenesis, Differentiation, Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000111186	WNT5B	"Wnt family member 5B"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000115596	WNT6	"Wnt family member 6"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000154764	WNT7A	"Wnt family member 7A"	"Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
